"Order Name","Created at","Source Name","Total Discounts","Order Status","Total Product","Store","Carrier Status Code","Cancel Reason","Sales Program","Giới tính","Funnel","Category","Sub-category","Price","Subtotal Price","month"
"101248","7/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"101263","7/4/2023","Facebook","0","cancel","1","89 Láng Hạ","cancel","Trả góp không thành công","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","7"
"101264","7/4/2023","Hotline","0","cancel","1","Kho Online","cancel","Khách chỉ gọi tham khảo - không chắc đến","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"101275","7/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Thắt lưng đính đá","200000","200000","7"
"101278","7/4/2023","Instagram","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"101293","7/4/2023","Hotline","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"101296","7/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"101318","7/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Anh","","Váy","Chân váy","310000","310000","7"
"101343","7/4/2023","Instagram","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Anh","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"101348","7/4/2023","Zalo","0","complete","10","37 Nguyễn Văn Huyên","complete","","Tự vận chuyển","Chị","","Daily use","Áo croptop sơ mi","280000","2800000","7"
"101351","7/4/2023","Zalo","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Anh","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"101369","7/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"101371","7/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Quần","Quần jeans","370000","370000","7"
"101375","7/4/2023","Hotline","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"101383","7/4/2023","Hotline","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"101385","7/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"101392","7/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"101394","7/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"101398","7/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"101412","7/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"101461","7/4/2023","Hotline","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","7"
"101476","7/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"100380","7/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Áo (mùa đông)","Áo len","350000","350000","7"
"100419","7/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Anh","","Áo (mùa đông)","Áo len","350000","350000","7"
"100424","7/4/2023","Trực tiếp - Cửa hàng","30000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","7"
"100172","7/4/2023","Trực tiếp - Cửa hàng","130000","prepared","1","37 Nguyễn Văn Huyên","prepared","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"100178","7/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"100193","7/4/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"100229","7/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"100231","7/4/2023","Trực tiếp - Cửa hàng","28000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Thắt lưng đính đá","200000","200000","7"
"100232","7/4/2023","Trực tiếp - Cửa hàng","30000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"100239","7/4/2023","Instagram","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","7"
"100241","7/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Áo (mùa đông)","Áo len","350000","350000","7"
"103300","8/4/2023","Instagram","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103320","8/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103331","8/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103369","8/4/2023","Hotline","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103383","8/4/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","8"
"103426","8/4/2023","Hotline","0","carrier_delivery","1","KHO ĐƠN HÀNG","carrier_delivery","","Hãng vận chuyển","Chị","","Daily use","Áo croptop sơ mi","280000","280000","8"
"103432","8/4/2023","Trực tiếp - Cửa hàng","220000","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103446","8/4/2023","Trực tiếp - Cửa hàng","80000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103460","8/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Daily use","Áo croptop sơ mi","280000","280000","8"
"103462","8/4/2023","Facebook","0","complete","1","27 Khâm Thiên","complete","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","8"
"103466","8/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103477","8/4/2023","Trực tiếp - Cửa hàng","90000","complete","1","27 Khâm Thiên","complete","","Mua tại quầy","Chị","","Áo (mùa hè)","Áo phông","300000","300000","8"
"103481","8/4/2023","Facebook","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103484","8/4/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Tự vận chuyển","Chị","","Váy","Chân váy","310000","310000","8"
"103497","8/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","8"
"103509","8/4/2023","Trực tiếp - Cửa hàng","100000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103526","8/4/2023","Trực tiếp - Cửa hàng","220000","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103530","8/4/2023","Instagram","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103545","8/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Anh","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103559","8/4/2023","Instagram","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Anh","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103560","8/4/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Anh","","Áo (mùa hè)","Áo phông","300000","300000","8"
"103590","8/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Anh","","Áo (mùa đông)","Áo len","350000","350000","8"
"103602","8/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103603","8/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103615","8/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103620","8/4/2023","Trực tiếp - Cửa hàng","50000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103624","8/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103625","8/4/2023","Trực tiếp - Cửa hàng","110000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103627","8/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","8"
"103653","8/4/2023","Instagram","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103663","8/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Quần","Quần jeans","370000","370000","8"
"103688","8/4/2023","Instagram","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103694","8/4/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103704","8/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103738","8/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Thắt lưng đính đá","200000","200000","8"
"103739","8/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103745","8/4/2023","Zalo","0","complete","1","37 Nguyễn Văn Huyên","complete","","Tự vận chuyển","Chị","","Váy","Chân váy","310000","310000","8"
"103760","8/4/2023","Instagram","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103848","8/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","Telesale","Áo (mùa đông)","Áo len","350000","350000","8"
"103862","8/4/2023","Trực tiếp - Cửa hàng","100000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Áo (mùa hè)","Áo phông","300000","300000","8"
"103880","8/4/2023","Trực tiếp - Cửa hàng","50000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"103919","8/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Áo (mùa hè)","Áo phông","300000","300000","8"
"103952","8/4/2023","Trực tiếp - Cửa hàng","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"103970","8/4/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"104017","8/4/2023","Hotline","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"104042","8/4/2023","Trực tiếp - Cửa hàng","28000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"104055","8/4/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Hãng vận chuyển","Chị","","Daily use","Áo croptop sơ mi","280000","280000","8"
"104070","8/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","8"
"104074","8/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"104081","8/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Daily use","Áo croptop sơ mi","280000","280000","8"
"104124","8/4/2023","Instagram","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"104143","8/4/2023","Trực tiếp - Cửa hàng","195000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"104145","8/4/2023","Trực tiếp - Cửa hàng","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","8"
"104240","8/4/2023","Instagram","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","8"
"102102","9/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","9"
"102117","9/4/2023","Shopee","0","carrier_delivery","1","KHO ĐƠN HÀNG","carrier_delivery","","Hãng vận chuyển","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"102120","9/4/2023","Shopee","0","carrier_delivery","1","KHO ĐƠN HÀNG","carrier_delivery","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","9"
"102687","9/4/2023","Trực tiếp - Cửa hàng","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","9"
"102699","9/4/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","9"
"102701","9/4/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","9"
"102723","9/4/2023","Trực tiếp - Cửa hàng","0","prepared","1","Kho Online","prepared","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"102728","9/4/2023","Hotline","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"102731","9/4/2023","Zalo","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","9"
"102743","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","9"
"102778","9/4/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","9"
"102825","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","9"
"102834","9/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"102850","9/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Túi đeo","250000","250000","9"
"102888","9/4/2023","Zalo","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Váy","Váy body","380000","380000","9"
"102897","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn trùng","","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"102907","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Đặt trước","Chị","","Quần","Quần jeans","370000","370000","9"
"102908","9/4/2023","Hotline","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Váy","Váy body","380000","380000","9"
"102918","9/4/2023","Hotline","0","cancel","1","KHO ĐƠN HÀNG","cancel","Hết hàng","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"102976","9/4/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Váy body","380000","380000","9"
"102996","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Hết hàng","","Chị","","Quần","Quần jeans","370000","370000","9"
"103044","9/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Tự vận chuyển","Chị","","Váy","Chân váy","310000","310000","9"
"103046","9/4/2023","Facebook","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Tự vận chuyển","Chị","","Trang sức sự kiện","Thắt lưng đính đá","200000","200000","9"
"103048","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Áo (mùa hè)","Áo phông","300000","300000","9"
"103063","9/4/2023","Shopee","0","carrier_delivery","1","KHO ĐƠN HÀNG","carrier_delivery","","Hãng vận chuyển","Chị","","Váy","Váy body","380000","380000","9"
"103068","9/4/2023","Shopee","0","carrier_delivery","1","KHO ĐƠN HÀNG","carrier_delivery","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"103069","9/4/2023","Shopee","0","carrier_delivery","1","KHO ĐƠN HÀNG","carrier_delivery","","Hãng vận chuyển","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"103070","9/4/2023","Shopee","0","carrier_delivery","1","KHO ĐƠN HÀNG","carrier_delivery","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"103079","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Váy","Váy body","380000","380000","9"
"103102","9/4/2023","Trực tiếp - Cửa hàng","30000","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"103103","9/4/2023","Trực tiếp - Cửa hàng","40000","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Váy","Váy body","380000","380000","9"
"103104","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Áo (mùa hè)","Áo phông","300000","300000","9"
"103107","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Daily use","Áo croptop sơ mi","280000","280000","9"
"103113","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Hết hàng","","Chị","","Áo (mùa hè)","Áo phông","300000","300000","9"
"103129","9/4/2023","Hotline","60000","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Quần","Quần jeans","370000","370000","9"
"103136","9/4/2023","Instagram","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"103145","9/4/2023","Instagram","0","complete","1","Kho Online","pending","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"103146","9/4/2023","Facebook","0","cancel","2","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Áo (mùa đông)","Áo len","350000","700000","9"
"103189","9/4/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"103207","9/4/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Váy body","380000","380000","9"
"100004","9/4/2023","Instagram","0","confirmed","1","Kho Online","confirmed","","Đặt trước","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"100226","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"100455","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","9"
"101490","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","9"
"102453","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"102619","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"102648","9/4/2023","Trực tiếp - Cửa hàng","50000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Anh","","Trang sức sự kiện","Mũ","180000","180000","9"
"103422","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Anh","","Trang sức sự kiện","Mũ","180000","180000","9"
"103969","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Anh","","Váy","Chân váy","310000","310000","9"
"104316","9/4/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"100454","9/4/2023","Zalo","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Daily use","Áo croptop sơ mi","280000","280000","9"
"100475","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Quần","Quần tây","420000","420000","9"
"100502","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"100507","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Áo (mùa đông)","Áo len","350000","350000","9"
"100514","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Trả góp không thành công","","Chị","","Quần","Quần tây","420000","420000","9"
"100516","9/4/2023","Instagram","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Váy","Váy body","380000","380000","9"
"100547","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Váy","Váy body","380000","380000","9"
"100564","9/4/2023","Trực tiếp - Cửa hàng","28000","prepared","1","37 Nguyễn Văn Huyên","prepared","","Mua tại quầy","Chị","","Váy","Váy body","380000","380000","9"
"100568","9/4/2023","Trực tiếp - Cửa hàng","100000","prepared","1","37 Nguyễn Văn Huyên","prepared","","Mua tại quầy","Chị","","Áo (mùa hè)","Áo phông","300000","300000","9"
"100577","9/4/2023","Facebook","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Váy","Váy body","380000","380000","9"
"100579","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Không đồng ý hình thức","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","9"
"100585","9/4/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"100588","9/4/2023","Trực tiếp - Cửa hàng","100000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Váy","Váy liền","430000","430000","9"
"100592","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Quần","Quần tây","420000","420000","9"
"100602","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Daily use","Áo croptop sơ mi","280000","280000","9"
"100611","9/4/2023","Facebook","0","complete","1","Kho Online","complete","","Tự vận chuyển","Chị","","Quần","Quần jeans","370000","370000","9"
"100634","9/4/2023","Facebook","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Quần","Quần tây","420000","420000","9"
"100641","9/4/2023","Facebook","0","cancel","1","Kho Online","cancel","Không liên hệ được khách hàng","","Chị","","Quần","Quần jeans","370000","370000","9"
"100642","9/4/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"104799","9/4/2023","Tik Tok","0","complete","1","KHO ĐƠN HÀNG","complete","","Hãng vận chuyển","Chị","","Váy","Váy liền","430000","430000","9"
"100648","7/5/2023","Trực tiếp - Cửa hàng","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Mua tại quầy","Chị","","Váy","Váy liền","430000","430000","7"
"100665","7/5/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Váy body","380000","380000","7"
"100667","7/5/2023","Facebook","0","cancel","1","Kho Online","cancel","Hết hàng","","Chị","","Quần","Quần tây","420000","420000","7"
"100687","7/5/2023","Facebook","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Đơn trùng","Đặt trước","Chị","","Váy","Váy liền","430000","430000","7"
"100715","7/5/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"100755","7/5/2023","Hotline","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"100775","7/5/2023","Hotline","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Trang sức sự kiện","Mũ","180000","180000","7"
"100796","7/5/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn trùng","","Chị","","Trang sức sự kiện","Mũ","180000","180000","7"
"100799","7/5/2023","Instagram","0","cancel","1","Kho Online","cancel","Không liên hệ được khách hàng","","Chị","","Váy","Váy liền","430000","430000","7"
"100858","7/5/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Daily use","Áo croptop sơ mi","280000","280000","7"
"100861","7/5/2023","Lazada","0","carrier_delivery","1","KHO ĐƠN HÀNG","carrier_delivery","","Hãng vận chuyển","Chị","","Váy","Váy body","380000","380000","7"
